Código;Indicador;Tipo;Descrição;Saldo Anterior;D/C;Débito até mês;Crédito até mês;Saldo Atual;D/C;
211210000;NI;S;BENEFICIOS PREVIDENCIÁRIOS A PAGAR-CONSOLIDAÇÃO;0,00;D;487.334.189,93;487.334.189,93;0,00;D
211210100;F;A;BENEFÍCIOS PREVIDENCIÁRIOS A PAGAR - CONSOLIDAÇÃO;0,00;D;487.334.189,93;487.334.189,93;0,00;D
211400000;NI;S;ENCARGOS SOCIAIS A PAGAR ;78.707.246,69;C;287.778.883,56;311.674.254,78;102.602.617,91;C
211410000;NI;S;ENCARGOS SOCIAIS A PAGAR-CONSOLIDAÇÃO;45.475.902,29;C;71.607.182,98;76.382.165,68;50.250.884,99;C
211410100;NI;S;CONTRIBUIÇÕES AO RGPS A PAGAR;31.303.976,45;C;28.461.970,80;7.573.737,52;10.415.743,17;C
211410101;F;A;CONTRIBUIÇÕES AO RGPS - CONTRIBUIÇÃO SOBRE SALÁRIOS E REMUNERAÇÕES;31.128.889,83;C;28.461.970,80;7.573.737,52;10.240.656,55;C
211410103;F;A;CONTRIBUIÇÕES AO RGPS - SERVIÇOS DE TERCEIROS OU CONTRIBUINTES AVULSOS;175.086,62;C;0,00;0,00;175.086,62;C
211410500;NI;S;FGTS;4.396.820,36;C;5.681.804,60;5.641.698,01;4.356.713,77;C
211410501;F;A;FGTS;4.396.820,36;C;5.681.804,60;5.641.698,01;4.356.713,77;C
211410600;F;A;FGTS;0,00;D;27.603.568,54;63.073.451,37;35.469.882,83;C
211419800;NI;S;OUTROS ENCARGOS SOCIAIS;9.775.105,48;C;9.859.839,04;93.278,78;8.545,22;C
211419801;F;A;OUTROS ENCARGOS SOCIAIS;9.775.105,48;C;9.859.839,04;93.278,78;8.545,22;C
211420000;NI;S;ENCARGOS SOCIAIS A PAGAR-INTRA OFSS;33.208.270,94;C;119.304.448,16;119.412.095,17;33.315.917,95;C
211420100;NI;S;CONTRIBUIÇÃO A REGIME PRÓPRIO DE PREVIDÊNCIA (RPPS);32.814.884,17;C;119.304.448,16;119.412.095,17;32.922.531,18;C
211420101;F;A;CONTRIBUIÇÃO A REGIME PRÓPRIO DE PREVIDÊNCIA (RPPS);32.814.884,17;C;119.304.448,16;119.412.095,17;32.922.531,18;C
211429900;NI;S;OUTROS ENCARGOS SOCIAIS;393.386,77;C;0,00;0,00;393.386,77;C
